[-0.57639990234375, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.5838856201171875, 0.28445703125, 4.25992822265625]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.0, 0.0, 0.0]
[-0.3518284912109375, 0.13474281311035158, 2.129964111328125]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
[-0.13435894775390625, 0.040307678222656254, 0.7646024780273437]
